author_name,rating,content
Użytkownik Google,1,poprzednia wersja była prosta miała wigety pomocne bardzo odwracanie natychmiastowo pozycji gdzie przy giełdzie jest istotna każda sec tak samo na wykresie było wszystko na jednej stronę teraz musisz się bawić podam przykład dziś chciałem sprzedać i zagrać pod wzrost i zajęło mi to około 26 sec a w poprzedniej apk wystarczyło 4 sec. Z tego co widzę appka upada przed update miała ocenę 4.7 teraz 3.4 ale cieszę się z jednej zeczy że stara wersja nadal działa zostanę przy niej ile będę mógł 1.24.0
Użytkownik Google,1,niezbyt
Użytkownik Google,1,Po aktualizacji z dnia 7.06.2019 aplikacja nie łączy się internetem. Jest godz 22:40 i cały weekend bez jakiejkolwiek pomocy! Może by ktoś wpadł na pomysł żeby aktualizacje robić w poniedziałki? Hmmm...? Zawsze można coś poprawić albo pokierować użytkowników. Słabo.... Bardzo słabo....
Użytkownik Google,3,bardzo często się zawiesza
Użytkownik Google,5,ok
Użytkownik Google,4,ok
Użytkownik Google,4,"Nowa aplikacja podoba mi się pod kątem obsługi transakcji. Popracujcie nad wyliczaniem zysku z dnia, m-ca, itd. nie uwzględnia kosztu swapu przez co jest zakłamany zysk. Brakuje mi wyboru zakresu dat w historii operacji gotówkowych."
Użytkownik Google,5,xStation jest bardzo dobrą aplikacją do tego wszystkiego co jakiś czas opiekun osobisty dzwoni się pytać czy jest wszystko zrozumiale czy coś doradzić. Jednym słowem pełen profesjonalizm.!
Użytkownik Google,1,"nie ma najważniejszego, czyli otwarcia pozycji z SL w % kapitału, np. od razu ryzykuję 2%, liczenie SL w pln jest bez sensu"
Użytkownik Google,1,masakraaa. chce stara wersje
Użytkownik Google,5,super działa
Użytkownik Google,1,"Zdecydowanie poprzednia wersja była bardziej przejrzysta fajny podział na grupy, tutaj wszystko wymieszane .Dodatkowo zysk jest źle podawany więc kompketnie się w tym teraz nie łapię ,przedtem wszystkie sumy były zgodne teraz jeden wielki absurd .Ocena to jeden bo niżej nie można mam nadzieję że z czasem zostanie to poprawione lub wróci poprzednia wersja ."
Użytkownik Google,5,intuicyjna
Użytkownik Google,4,Nowa odsłona apki. Jak dla mnie calkiem udana. Mam natomiast pytanie odnośnie widżetów. Kiedy będą dostępne i czy wogole będą?
Użytkownik Google,5,Po kliknięciu w otwartą pozycję nie widać aktualnego trailing stoplos jaki jest aktualnie ustawiony tylko odrazu jest edycja. przydała by się możliwość widzenia aktualnego i w innym kolorze jak chcesz zmienić. Przydała by się również opcja ręcznego przedstawiania stoplos w widoku wykresu Ale bez zmiany trailing stoplos. np aktualny na 12.0000 trailing na 15 pips Ale trading dopiero wchodzi jak cena się zmieni
Użytkownik Google,5,bardzo dobrze traduje się w tej aplikacji - polecam
Użytkownik Google,1,Dlaczego w nowej wersji programu jest tylko pionowy układ wyświetlania treści. Na większych ekranach jest to złym rozwiązaniem. Układ strony głównej z podglądem wykresu i zestawem obserwowanych notowań był lepszym rozwiązaniem niż w obecnej wersji. Lepsze jest wrogiem dobrego.
Użytkownik Google,4,"starsza wersja aplikacji byla szybsza od obecnej. Czasem np jak zralizuje zlecenie stop loss, to jak wejde w pozycje zamkniete to nie ma go automatycznie tylko po jakims czasie, w poprzedniej aplikacji tak nie bylo(pokazuje ze pozycje jeszcze nie zamkneło)"
Użytkownik Google,1,"Totalna porażka a nie aktualizacja. Nie będę rozwodził sie nad szczegółami, tylko podsumuje: nie widze żadnej realnej korzyści,tylko utrudnienia w handlu. Mam jedno pytanie: Jak cofnąć tę nieszczęsną zmiane ???"
Użytkownik Google,2,"Wersja dużo gorsza od wcześniejszej, mało czytelna, mało intuicyjna ... nie rozumiem po co było zmieniać dobre na gorsze .... ???"
Użytkownik Google,4,"Na początku nie byłem przekonany, coraz bardziej mi się podoba. Brakuje mi ciemnej skórki Poza tym jest naprawdę OK"
Użytkownik Google,5,Świetny nowy design. Aplikacja przejrzysta i wszystko co trzeba pod ręką.
Użytkownik Google,5,super
Użytkownik Google,1,Nie moge sie odnalesc w nowej aplikacji na telefon .Brak mozliwosci powrotu do starszej .Moim zdaniem jest gorsza.Prawdopodobnie zrezygnuje z uslug xtb.
Użytkownik Google,5,Zmiany na lepsze.
Użytkownik Google,1,Nie moge odpisac na panstwa wiadomość publicznie wiec edytuje stara. Po paru godz uzytkowania: Kolejnym utrudnieniem jest widok czarnego paska z napisem cena otwarcia ktora zaslania 2 ostatnie swieczki na okreslonej wartosci wykresu. Na oscylatorach pokazuje sie tylko jedna linia. Obraz podgladu wykresu o ile nie jest to fullscreen jest zdecydowanie za maly wzgledem wielkich opcji tradowania. Apka jest dla mnie nie do przyjcia i z jej powodu odpuszcze trading przez tel. Powodzenia w naprawach
Użytkownik Google,2,Moim zdaniem aktualizacja na minus.Po pierwsze brak segregowania instrumentów wg. rodzajów typu fx cmd itd..Po drugie przy wyborze jakiegoś instrumentu brak zapamiętania miejsca w kolejce co po wyjściu z analizy powoduje że wraca się na początek listy.Przy kilkudziesięciu instrumentach to strasznie wydłuża analizę.Brak szybkiego podglądu wykresów .Wskazniki AT są mniej czytelne.Jak można MACD zredukować do jednej kreski !?To samo z STC brak wyraźnego zaznaczenia poziomu wyprzedania i wykupienia
Użytkownik Google,1,"Tak jeżeli jest uruchomiona w systemie. U mnie opcja obróć ekran jest wyłączona więc to się nie sprawdza. Kolejna sprawa po uruchomieniu aplikacji trzeba wybrać wykres na którym chce się pracować. W poprzedniej wersji lądował się automatycznie ostatni używany. Jest więcej rzeczy, które mnie zirytowały ale już ich nie pamiętam bo wróciłem do wersji z prze aktualizacji. Generalnie po co na pierwszym planie dwa wielkie przyciski Bay and Sell i jeszcze epod spodem jakieś pierdoły których nie da się wyłączyć w opcjach i to wszystko zajmuje 3/4 ekranu a wykres 1/3. Żeby przejść do wiadomości trzeba wykonać kilka zbędnych ruchów etc..."
Użytkownik Google,1,"Nowa odsłona jest tragiczna. Proszę jedynie aby nadal była możliwość użytkowania starej wersji. Tak jak firma Statica ze swoim programem Notowania, pozwala używać starych wersji."
Użytkownik Google,1,"Po aktualizacji, jest to inna aplikacja. Totalne nieporozumienie. Ciekawsze ""nowosci"" w nowej wersji: brak możliwości bezpośredniego wejścia w wykres jednym kliknięciem, Po wejściu w instrument, nie widzimy czy mamy tam otwarte pozycje, nie widzimy procentowej zmiany dziennej na danym walorze!! (hit) wykres który się wyświetla, jest czysty, bez ustawionych przez nas np. wstegi bolingera. Wskaźnik rsi bubel, brak wyswietlania lini. Brak listy ulubionych w instrumentach, wad i braków jest więcej."
Użytkownik Google,3,"Nowa wersja wydaje się być troche gorsza. Jest to jakby calkiem nowa aplikacja i trzeba się w tym wszystkim połapać. Szkoda, że nie można wrócić do starej wersji. Tutaj co mnie najbardziej denerwuje po kilku minutach użytkowania, to to że nie można edytować pozycji z wykresu. Po naciśnieciu na pozycje z wykresu nie widać gdzie jest na przykład take profit. W starszej wersji było to możliwe i można było szybko coś zmienić. Na wykresie widać jedynie numery zleceń otwarych oraz oczekujących."
Użytkownik Google,1,"Po aktualizacji okno z informacją na temat zysk/strata, free margin zostało ukryte w górnej części ekranu. Trzeba je rozwijać za każdym razem gdy chce się sprawdzić bieżący stan konta, bo jedyna wartość widoczna cały czas to wartość konta - equity. W poprzedniej wersji te wszystkie parametry były widoczne cały czas. Teraz jest to o wiele mniej czytelne."
Użytkownik Google,1,Aplikacja czesto przestaje dzialac szczegolnie w kluczowych momentach sesji.. dziwne zbiegi okoliczności
Użytkownik Google,1,"Nowa wersja jest beznadziejna, mało czytelna, instrumenty nie są pogrupowane. poprzednia była ok."
Użytkownik Google,4,"Fajne, ale szkoda, że nie tak dokładne jak stronka."
Użytkownik Google,2,"Aktualizacja całkowicie zmieniła program na gorsze. Zniknęła zakładka wykresów, zamykanie zleceń zostało utrudnione. Kiepskie posunięcie. Mała korekta: po godzinie zaczynam poznawać program. Może nie będzie tak źle."
Użytkownik Google,1,Nie polecam bo weryfikacja nie może się powieść A robię zdjęcia dowodu osobistego i PIT11 A weryfikacja nie może się powieść haha jprdl dno wodorosty nie skorzystam z giełdy.
Użytkownik Google,1,Wywala aplikacje przy probie kontaktu z brokerem
Użytkownik Google,4,"aplikacja szybka i stabilna, niestety brak wolumenu wśród dostępnych wskaźników czyni ją dla mnie praktycznie bezużyteczną pod kątem analizy wykresu zatem apel do dewelopera - udostępnijcie wolumen realny dla głównych par i indeksów tak jak w wersji desktopowej !!"
Użytkownik Google,5,"Aplikacja całkiem dobrze działa. Dużym plusem było by dodanie Heiken Ashi. Bardzo pomocny wskaźnik i bardzo dobrze działa w standardowym xStation. Po dodaniu tego wskaźnika była by, jak dla mnie, idealna."
Użytkownik Google,4,Aplikacja pod kątem stabilności 5. Analiza tech. prawie nie możliwa no ale to apka mobilna. Bardzo brakuje świec HA. Również inaczej możnaby rozwiązać inf o pozycji - bardziej czytelnie bezklikania w nią. oglądamy jej wykres a na dole inf dotycząca w/w. Pozdrawiam
Użytkownik Google,4,"Mi trovo benisssimo ,sto imparando a fare trading e tramite i messaggi aggiornati su whats up"
Użytkownik Google,2,Czytelność tej apki dla rynku akcji leży i kwiczy. Popracujcie na design'em i intuicyjnością.
Użytkownik Google,5,xStation-For...super
Użytkownik Google,1,Bardzo slabe
Użytkownik Google,5,Ogółnie aplikacia Bardzo dobra ale z jakiegoś powodu u mnie nie działa na tablecie. Zawsze wyskakue po załadowaniu. Nie wiem co jeszcze zrobicz?
Użytkownik Google,1,"MINUSY: - roczna ekspiracja pozycji co jest niemalże eliminujące z gry długoterminowej - rysowanie po wykresach beznadziejne - znalazłem błąd w aplikacji, zgłosiłem z dokładnym opisem, brak odzewu - 30 dni konta demo to stanowczo za mało czasu, zważywszy uwagę na roczna ekspiracje (chyba że chodzi o to aby klient nie zdążył się pokapować o wszystkich wadach) - xstation jako wersja web jest chyba jeszcze gorsza (nigdy więcej innych wynalazków, zostaje przy MT)"
Użytkownik Google,5,"Super przejrzysta , możliwości nakresl nakreslania wykresow, kase wyplacaja"
Użytkownik Google,2,"Obsluga platformy to tragedia. Meta trader bije na glowe. Lepiej, wersja 
www xstation bije to na glowe..."
Użytkownik Google,3,"Czemu nie ma volumenu realnego w tej aplikacji i więcej wskaźników np 
ichimoku"
Użytkownik Google,5,Dobra aplikacja. Poproszę o kopertę i średnią Hulla (wskaźniki).
Użytkownik Google,4,"Brak możliwości ustawienia wartości SL oraz TP dla wszystkich tradow na 
Phone app za jednym razem. Dużo się na tym tracii zrobicie coś z tym w 
końcu!!!"
Użytkownik Google,5,Brak wskaźnika Ichimoku
Użytkownik Google,4,Jest ok
Użytkownik Google,5,"Fenomenalna, wygodna w obsłudze aplikacja, polecam! :)"
Użytkownik Google,5,Super
Użytkownik Google,2,"Czemu wszystko nie jest po polsku ? Zanim nauczę się języka angielskiego to 
już będzie po bitcoin"
Użytkownik Google,4,Nakładają się ceny....
Użytkownik Google,5,Ok
Użytkownik Google,4,Zdecydowanie dobry kierunek. Brakuje jednak dosyć podstawowych wskaźników (np. Parabolic SAR).
Użytkownik Google,3,"Priorytetowo zalecam wydrążyć: - powiadomienia (alerty cenowe, zamknięcia pozycji)  Opcjonalnie: - synchronizacja ulubionych instrumentów"
Użytkownik Google,5,Bardzo przejrzysta i intuicyjna platforma
Użytkownik Google,4,Przydałyby się ciągłe alarmy cenowe
Użytkownik Google,3,"Toporne zmiany zleceń. Mało intuicyjny interfejs. Przełączanie pomiędzy wykresami a handlem męczące. Modyfikacje zleceń mają ukryty przycisk ok, więc może się wydawać, że modyfikacja zlecona a tu psikutas, bo se kto nie przesunął ekranu na dół, gdzie OK. Można tak kasę stracić. Ale przecież o to (im ;) chodzi..."
Użytkownik Google,5,Ok
Użytkownik Google,3,Nie ma możliwości handlu na opcjach. Dla mnie to duży minus.
Użytkownik Google,3,"Mało intuicyjne przełączanie między handlem a wykresami, błędy interfejsu (czasem nie można przełączyć między zleceniem oczekującym a natychmiastowym przy otwieraniu nowego zlecenia), ograniczona liczba wskaznikow. Poza tym ok."
Użytkownik Google,1,"50 razy weryfikuje i ciągle odrzuca, przy pełnej mocy netu, jak już się uda zalogować to radość też nie trwa długo. Pobiera strasznie dużo energii. Aplikacja na PC jest oki, ale na telefon nie polecam."
Użytkownik Google,1,Widżety słabo działają. Nie odświeżają informacji na bieżąco.
Użytkownik Google,4,Brakuje: 1) praca on line w tle 2) ciemnego tła wykresu (dla oszczędności baterii przy ciągłej pracy). 3) wyskakujących powiadomień o danych makro. Pozdrawiam Karolina Wójcik!
Użytkownik Google,4,OK.
Użytkownik Google,5,Brakuje alarmów cenowych. Mogłyby być wysyłane email-em.
Użytkownik Google,3,Po aktualizacji dzisiaj rano nie mam zleceń oczekujących Buy Sell Stop
Użytkownik Google,1,Niewygodna. Kompletnie nieprzejrzysta
Użytkownik Google,1,"1. Brak możliwości ponownego zalogowania się, za 1 razem jest ok ale po wylogowaniu nie można się zalogować, okno z nr r-k i ładowanie i nic się nie dzieje. 2. Ciągłe łączenie się z serwerem przy normalnym użytkowaniu, zmianie zakładek, wykresu, cokolwiek chce się zrobić przy powrocie jest szary ekran z ładowaniem i trzeba długo czekać. 3. Jak powyżej czyli błąd powiązany z pkt 2 bo nie można korzystać praktycznie z r-k i zawierać transakcji bo ciągle się łączy i zawiesza.  Ogólnie aplikacja ładna ale niepraktyczna i niebezpieczna bo nie można kontrolować otwartej pozycji co na rynku forex jest niedopuszczalne."
Użytkownik Google,4,Brakuje powiadomień np o zakupie czy sprzedaży pozycji i alarmów cenowych jestem na początku drogi wiec nie wiem co jeszcze brakuje
Użytkownik Google,5,Good app
Użytkownik Google,3,Generalnie fajnie póki co testowałem na telefonie i już widzę parę rzeczy na wyszukiwarce instrumentów nie ma opcji zaznacz odznacz wszystkie a przynajmniej ja tego nie znalazłem druga rzecz na średnich nie można ustalać innych parametrów niż liczba okresów w mt4 można druga rzecz na xstation AEG ustawiłem stop Łódź korzystając z telefonu nie widzę gdzie on jest. Swoją drogą jakby było to możliwe to fajna by była komunikacja między instancjami xstation np jak narysuję linię trendu albo ustawie jakieś wskaźniki to fajnie byłoby mieć je też tutaj nie trzeba byłoby ustawiać wszystkiego od nowa podobnie mogło by być z instrumentami. Generalnie krok w dobrym kierunku :)
Użytkownik Google,5,W porównaniu do MT4 to xStation zjada całą baterie w kilka godzin i nawet na dobrym sprzęcie troszku tnie. Jak się wybieracie w teren to zalecam powerbanka. Poza tym supcio.
Użytkownik Google,5,"Najlepsza i najprostsza aplikacja w obsłudze, nie tylko do obsługi finansów. Bije na głowę wszystkie znane mi apki. Polecam!!! Osobiście dodałbym jeszcze w historii transakcji od kogo jest dana transakcja (social), oraz przydało by się żeby można było usuwać/wyłączać strategię dostawcy z poziomu aplikacji."
Użytkownik Google,2,"Myślę, że najlepiej by było, gdyby aplikacja została napisana od nowa..., zdecydowanie wzorujcie się na mobilnej wersji MT4! Jeśli się wam uda ta sztuka, będę waszym klientem. Aplikacja się często zawiesza i zjada szybko baterie!"
Użytkownik Google,5,fantastyczne
Użytkownik Google,1,Dzięki zawieszeniom strata kasy.... Dziękuję
Użytkownik Google,4,"Wiele instrumentów i sporo wskaźników, jednak nie do końca intuicyjny interfejs"
Użytkownik Google,2,"Nie można się zalogować, rachunek real, dane do  logowania prawidłowe a aplikacja twierdzi że loguje się danymi demo!?"
Użytkownik Google,3,Zróbcie coś z tym logowaniem nie idzie się zalogować
